Source,Updated,Provider,Organization_Name,Location_Address,Location_Directions,Longitude,Latitude,Email,Phone,Website,Location_Services
REAP Atlas,2022,Retail,Metcalfes Market - Hilldale,726 N. Midvale Blvd Madison WI 53705,"https://www.google.com/maps/dir//43.0744,-89.4529",-89.4529,43.0744,hilldale@shopmetcalfes.com,(608) 238-7612,https://shopmetcalfes.com,"As a family-owned market that has served its community proudly since 1917, weve proven time and again that local is much more than a physical location. Its our philosophy. With more than 3,500 local foods in our aisles, were proud to say that we buy local too."
REAP Atlas,2022,Retail,Metcalfes Market - West Towne,7455 Mineral Point Rd Madison WI 53717,"https://www.google.com/maps/dir//43.05697,-89.5151",-89.5151,43.05697,west@shopmetcalfes.com,(608) 829-3500,http://shopmetcalfes.com,"As a family-owned market that has served its community proudly since 1917, weve proven time and again that local is much more than a physical location. Its our philosophy. With more than 3,500 local foods in our aisles, were proud to say that we buy local too."
REAP Atlas,2022,Business/Organization,Middleton Outreach Ministry,3502 Parmenter St Middleton WI 53562,"https://www.google.com/maps/dir//43.11335,-89.5114",-89.5114,43.11335,info@momhelps.org,(608) 836-7338,https://momhelps.org,"MOM brings our community together to create food and housing security through action and advocacy. Because what we eat, where we live and our connection to community are key determinants of well-being and health, MOM focuses on providing access to these resources for people in our community. MOM hosts one of the largest food pantries in Dane County and provides case management, referrals, and housing stability assistance."
REAP Atlas,2022,Farm/Producer,Mitchell Vineyards,4252 Sunny Ridge Rd Oregon WI 53575,"https://www.google.com/maps/dir//42.91039,-89.3328",-89.3328,42.91039,dgmitchell25@gmail.com,(608) 225-9210,http://mitchell-vineyard.com,"Mitchell Vineyard began in 1976 and has 12 varieties of U--pick grapes covering six acres for eating, juice, and winemaking. We supply buckets, shears, crushers, and presses for free use by customers. Picking Tuesday, Saturday, and Sunday in September and early October 11am - 4pm. Call about our delicious grapes. Visitors welcome."
REAP Atlas,2022,Farmers' Market,Monona Farmers Market,400 E. Broadway Monona WI 53716,"https://www.google.com/maps/dir//43.04662,-89.3195",-89.3195,43.04662,mononafarmersmarket@gmail.com,Information unavailable,http://mononafarmersmarket.com,"Fresh local produce, baked goods, honey, sauces and; seasonings. Accepts EBT|Accepts WIC|Outdoor"
REAP Atlas,2022,Farmers' Market,Monroe Street Farmers' Market,2219 Monroe St Madison WI 53711,"https://www.google.com/maps/dir//43.06194,-89.4216",-89.4216,43.06194,manager@monroestreetfarmersmarket.org,(608) 561-8290,https://www.monroestreetfarmersmarket.org,"Monroe Street Farmers Market features fresh produce, pasture raised meats, baked goods, cheese, food carts, and an assortment of local crafts and specialty food items, along with live music and fun kids activities in a relaxed, family-friendly environment. Accepts EBT|Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Restaurant/Bakery,Morris Ramen,106 King St Madison Wisconsin 53703,"https://www.google.com/maps/dir//43.07484,-89.3813",-89.3813,43.07484,Information unavailable,(608) 416-5547,https://www.morrisramen.com,"Morris Ramen is a cozy neighborhood ramen shop honoring traditional techniques and midwestern ingredients. Our goal is to not only nourish the soul with revitalizing soup, but to collaborate with community leaders to build a more sustainable and inclusive future for our industry."
REAP Atlas,2022,Farmers' Market,Mount Horeb Farmers Market,315 E. Main St Mount Horeb WI 53572,"https://www.google.com/maps/dir//43.00833,-89.7353",-89.7353,43.00833,mthorebfarmersmarket@gmail.com,(239) 292-0510,http://mthorebfarmersmarket.com,"Our Farmer's Market brings together the people of Mount Horeb and its environs for a vibrant event focused on healthy food, healthy individuals, and a healthy community. We have reimagined our market for the health and safety of our community in regards to Covid-19. Please visit our website for details. Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Farmers' Market,Northside Farmers' Market,1865 Northport Dr Madison WI 53704,"https://www.google.com/maps/dir//43.12885,-89.36",-89.36,43.12885,manager.nfm@gmail.com,(608) 515-8843,https://northsidefarmersmarket.org/,"A community gathering space featuring vendor grown, built, baked, and designed produce and creations. We feature local musicians weekly and we are a pet friendly market. Accepts EBT|Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Farmers' Market,Oregon Farmers' Market,131 W. Richards Rd Oregon WI 53575,"https://www.google.com/maps/dir//42.93914,-89.3838",-89.3838,42.93914,mcstorefms@gmail.com,(608) 873-9443,Information unavailable,"Our Market is run by our vendors to provide our customers with the best possible vegitables, fruits, bakery, cheeses,flowers and local products we can grow. From our family farm to your family's table. Accepts WIC|Accepts Senior FMNP|Outdoor"
REAP Atlas,2022,Restaurant/Bakery,ORIGIN Breads,"931 E. Main St, #1 Madison WI 53703","https://www.google.com/maps/dir//43.08167,-89.3705",-89.3705,43.08167,bread@originbreads.com,(608) 590-5504,https://www.originbreads.com,"ORIGIN Breads bakes handcrafted and long-fermented naturally leavened sourdough breads and pastries using only organic whole grains grown and stone milled in Wisconsin and the wider Driftless Area. We use local and organic products when available and power our bakery on 100% renewable energy. Our products are available to purchase from our bakery, in local co-ops and stores and at several Farmers Markets."
REAP Atlas,2022,Restaurant/Bakery,Osteria Papavero,128 E. Wilson St Madison WI 53703,"https://www.google.com/maps/dir//43.07364,-89.3799",-89.3799,43.07364,osteriapapavero@gmail.com,(608) 255-8378,https://www.osteriapapavero.com,"Local, sustainable, Regional Italian fare"
REAP Atlas,2022,Farm/Producer,Parisi Family Farm,3718 Halverson Rd Stoughton WI 53589,"https://www.google.com/maps/dir//42.94848,-89.2907",-89.2907,42.94848,parisifamilyfarm@gmail.com,(608) 873-3011,https://parisifamilyfarm.com,"We offer organic vegetables and grass fed beef from our farm in the Town of Dunn overlooking Lake Kegonsa. It is a diverse mix of alfalfa hay, vegetables, various nut and fruit trees, a small apple orchard, 23 acres of pasture for custom rotational grazing of cattle, chickens, and goats and a 7 ½ acre pollinator habitat, a perfect home for honey bees. We practice regenerative agriculture and reduced tillage to maximize and support the biodiversity of the soil to build climate change resilience."
REAP Atlas,2022,Farm/Producer,Paskey Suffolks,5213 Co Hwy TT Cottage Grove WI 53527,"https://www.google.com/maps/dir//43.13604,-89.1597",-89.1597,43.13604,lrpaskey@gmail.com,"Cell: (608) 669-3996, Farm: (608) 837-3725, Home: (608) 837-9635",,"Established in 1976, Paskey Suffolks raises antibiotic and; hormone-free, pasture-raised lambs and; Breeding Stock. Our ewes and lambs are treated respectfully and humanely on our farm located 10 miles east of Madison. Lambs are available May-October, call to reserve your lamb early. Certified Scrapie Free Flock 2012 and; Export Certified 2016. Sheepskins also available in natural colors : use on Car/Truck seats or Couch/Bed. Farm visits by appointment."
REAP Atlas,2022,Restaurant/Bakery,Pasture & Plenty,2433 University Ave Madison WI 53726,"https://www.google.com/maps/dir//43.07186,-89.4284",-89.4284,43.07186,christy@madlocalfood.com,(608) 665-3370,https://pastureandplenty.com/,"Pasture and Plenty is a restaurant and market, and a Whole Diet meal kit service. We serve high-quality, locally-sourced daily menus and prepared frozen, ready-to-eat meals, cook kits and pantry items to individuals and families who are hungry for high-quality, healthy meals, but starved for time."
REAP Atlas,2022,Business/Organization,REAP Food Group,306 E. Wilson St Suite 2W Madison WI 53703,"https://www.google.com/maps/dir//43.07478,-89.3782",-89.3782,43.07478,info@reapfoodgroup.org,(608) 310-7836,https://reapfoodgroup.org,"REAP Food Group connects producers, consumers, businesses, and organizations to grow a healthful, just, and sustainable local food system in Southern Wisconsin. Through Farm to School and Farm to Business, the Farm Fresh Atlas of Southern Wisconsin, community events, and other programs and efforts, REAPs staff, members, volunteers, and partners envision sustainable, local food on every plate."
REAP Atlas,2022,Business/Organization,Rooted,"2702 International Ln, Suite 200 Madison WI 53714","https://www.google.com/maps/dir//43.13365,-89.3506",-89.3506,43.13365,info@rootedwi.org,(608) 240-0409,https://rootedwi.org,"Rooted is committed to collaborations rooted in food, land, and learning so that people can grow and thrive in healthy, equitable, and sustainable neighborhoods. Rooteds programs are devoted to increasing equitable access and connection to land, fresh food, and learning opportunities in Madison and throughout Wisconsin. Our work includes urban farming and urban agriculture training programs, garden-based learning, community garden support, and other community-based activities."
REAP Atlas,2022,Farm/Producer,Rooted -Troy Farm,502 Troy Dr Madison WI 53704,"https://www.google.com/maps/dir//43.13389,-89.3918",-89.3918,43.13389,troyfarm@rootedwi.org,(608) 240-0409,https://www.rootedwi.org/farms/troy-farm/,"Troy Farm has been growing organic vegetables on Madison's North Side since 2001. As a project of the nonprofit Rooted, our farm seeks to improve access to food, land and education. We do this through reduced cost and free memberships, our urban farmer training program, and our many community collaborations. Support our efforts by becoming a member of Troy Farm and come by for spring seedlings, seasonal veggies, and community meal nights. Our annual plant sale has an extra day this year, and will be hosted on May 7th and May 14th from 10am to 2pm.
Sign up for memberships and wobrkshares here: https://rootedwi.wufoo.com/forms/xiwcjju1k84ahi/."
REAP Atlas,2022,Restaurant/Bakery,Salvatores Tomato Pies,121 E. Main St Sun Prairie WI 53590,"https://www.google.com/maps/dir//43.18308,-89.2128",-89.2128,43.18308,salstomatopies@gmail.com,(608) 318-1761,https://www.salvatorestomatopies.com,"Salvatore's Tomato Pies Chef/Owner Patrick DePula, along with Chef John Jerabek and their kitchen team, are Saturday fixture at the Dane County Farmers Market where they source the freshest possible ingredients for their restaurants. To Patrick, local sourcing isn't about marketing, it is about tradition. His parents and grandparents have always had extensive gardens and some of his fondest memories as a young child involved helping his grandmother pick vegetables, and then prepare them for family meals. Salvatore's is proud to extend this tradition to its customers and partner with farmers such as Vitruvian Farm, Emerald Meadows, Harmony Valley, Indian Farm, Wells Farms, Hickory Hill, and many many more. Sals has a proud history of responding to community emergencies, and consistently gives back with community meals, and substantial giving focusing on addressing food insecurity and access. Sal's has four locations - Livingston, Johnson, Sun Prairie, and Monona."
REAP Atlas,2022,Business/Organization,Second Harvest Foodbank of Southern Wisconsin,2802 Dairy Dr Madison WI 53718,"https://www.google.com/maps/dir//43.05859,-89.2954",-89.2954,43.05859,info@shfbmadison.org,(608) 223-9121,https://secondharvestmadison.org,We are southwestern Wisconsin's largest hunger-relief charity. We end hunger by working with local groups who share our passion for helping people.
REAP Atlas,2022,Restaurant/Bakery,Short Stack Eatery,301 W. Johnson St Madison WI 53703,"https://www.google.com/maps/dir//43.07452,-89.39",-89.39,43.07452,info@shortstackeats.com,(608) 709-5569,https://www.shortstackeats.com,"An all-breakfast eatery in the heart of downtown Madison. They focus on sourcing fresh, organic, and local products from farms and small businesses all over the state."
REAP Atlas,2022,Retail,Sitka Salmon Shares,"3241 Garver Grn, Suite 160 Madison WI 53703","https://www.google.com/maps/dir//43.09488,-89.3346",-89.3346,43.09488,salmonsupport@sitkasalmonshares.com,(309) 342-3474,http://sitkasalmonshares.com/REAP,"Join our community supported fishery (CSF) to receive premium wild Alaska seafood delivered to your door! When you subscribe to our seafood, you arent just getting a slice of fish, youre experiencing the highest quality seafood available with specially crafted recipes designed for you, stories about your seafood, and opportunities to interact directly with your fishermen. What's more, all our fish is traceable to the source and caught using low-impact fishing methods from responsibly managed fisheries in Alaska. Subscribe to better seafood today!"
